GENE_SYMBOL,logFC,P.Value
DCTN5,-0.5573301,0.00134
CCDC12,-0.4438007,0.00134
INSM1,0.4420546,0.00134
ANGPTL2,0.6677518,0.00134
XLOC_013348,0.5287833,0.00135
CD59,-0.4782825,0.00135
CPLX3,0.8252693,0.00135
C11orf20,-0.4910841,0.00135
LGALS1,0.4677055,0.00135
PI4K2A,-0.4789127,0.00136
A1BG,0.4757716,0.00136
RFTN1,-0.5080898,0.00136
STH,-0.4636251,0.00136
LOC728392,-0.4869459,0.00136
MESP1,0.4517056,0.00136
SOX12,-0.7893066,0.00137
ZNF335,-0.4206417,0.00137
HRASLS,0.4329006,0.00137
C1orf52,-0.4456166,0.00138
ST6GALNAC5,0.509225,0.00138
P4HTM,-0.4702341,0.00138
SMPD3,-0.433252,0.00139
POLR3H,-0.5317528,0.00139
LOC100506405,0.9285728,0.00139
GGH,0.4084286,0.00139
RPIA,0.3981306,0.00139
RBBP8,0.5720584,0.0014
MORN4,0.459152,0.0014
LUC7L2,-0.4029587,0.0014
PXDNL,0.842929,0.00141
PPAPDC1B,-0.4223372,0.00142
C20orf203,1.1756052,0.00142
CDC25A,-0.6006614,0.00142
DDX49,-0.41809,0.00142
OSBPL3,0.6321942,0.00142
PAAF1,0.4923014,0.00142
C20orf177,-0.4054895,0.00143
WBSCR27,0.453972,0.00143
NOB1,0.3975521,0.00143
FMN2,-0.5050301,0.00143
NEUROD4,0.543734,0.00144
TSPAN13,-0.5711395,0.00144
FGFR3,0.6854161,0.00144
PAR4,0.8282677,0.00144
MEGF9,-0.5073677,0.00145
TAS1R3,-0.5484805,0.00145
CYP1A1,-0.5795704,0.00145
TRAPPC2L,0.421711,0.00145
ADH1C,-0.9579297,0.00146
FAM90A7,-0.4105019,0.00146
SPHAR,0.5278712,0.00147
PTPN3,-0.8279169,0.00148
TMEM136,0.4883505,0.00148
SEL1L,-0.519749,0.00148
OPTN,0.4751594,0.00148
TRAF5,0.4971191,0.00148
SOCS1,0.652411,0.00149
LOC100134015,-0.9060654,0.00149
TNFRSF6B,-0.4845386,0.00149
CYB5A,0.4061629,0.00149
ABHD14A,-0.4092669,0.0015
MAP4K4,0.4394693,0.0015
FZD8,-0.4105402,0.0015
NPFF,-0.502726,0.00151
HIST2H2AA4,-0.4212904,0.00151
MYO9B,0.4509533,0.00152
SNAR-H,-0.8985647,0.00152
COX8C,0.7204474,0.00153
FAM150B,0.8587516,0.00153
NUDT1,0.4171503,0.00153
MPPE1,0.4141088,0.00153
CTBS,0.4194197,0.00154
B4GALT6,-0.8867405,0.00154
MCM7,-0.553617,0.00155
BLVRA,0.4156536,0.00155
GPBAR1,0.4342458,0.00155
MAP4K2,0.5877881,0.00155
ST7-AS1,0.3782977,0.00156
FLJ30679,-0.8850158,0.00156
TRHDE,0.6058584,0.00156
CAPN5,-0.4846591,0.00156
NUP188,-0.5765896,0.00157
NINJ1,0.5052169,0.00157
SHISA4,0.4101396,0.00157
DYRK1B,-0.4717631,0.00157
MYBPHL,0.4100748,0.00157
KLHL4,-0.7188623,0.00157
C5orf34,0.5495462,0.00157
C1orf106,0.619674,0.00158
PAR-SN,-0.4796654,0.00158
LOC729178,0.4174629,0.00158
SIK2,-0.4004423,0.00158
SPAG4,0.3950554,0.00159
ZDHHC12,0.4386009,0.00159
VAMP8,0.5896601,0.00159
RNF115,-0.3928244,0.00159
LOC338799,-0.5232978,0.0016
NISCH,-0.5234254,0.0016
SPRY1,0.6826687,0.0016
LOC100128590,-0.8171291,0.00161
PCNT,-0.4542619,0.00161
WDR91,-0.3880253,0.00162
H3F3B,-0.4352272,0.00162
C21orf49,0.5452437,0.00164
NT5M,0.5063789,0.00166
EMB,0.4315185,0.00166
SEC11A,0.4037828,0.00166
C6orf57,0.5033306,0.00166
KAZALD1,-0.520035,0.00166
POMZP3,-0.469125,0.00167
NRXN1,-0.4385647,0.00167
PCP4,0.5527925,0.00168
NMUR1,0.5256606,0.00168
C5orf4,0.4878296,0.00168
LOC100132741,0.624598,0.00169
SNORA48,-0.604483,0.0017
NMB,0.3994541,0.00171
SERTAD1,-0.3850856,0.00171
C8orf56,0.7770052,0.00172
RASAL2,-0.4445042,0.00172
TESK2,-0.5044354,0.00172
CHRNB2,-0.4682148,0.00172
XLOC_002040,-0.5249445,0.00172
LOC100507602,0.5113614,0.00172
MAGED4B,-0.6652566,0.00172
ASB7,-0.39937,0.00173
GTF3C5,-0.4343694,0.00173
EHBP1L1,0.6163949,0.00173
HIST1H2BE,-0.5893346,0.00173
FAM123C,-0.5488785,0.00173
C10orf76,-0.3872008,0.00173
DNALI1,-0.5499762,0.00174
HECW1,-0.5923782,0.00174
OGFOD2,-0.5170041,0.00175
LOC100507018,0.5682667,0.00175
SNORD104,0.4681176,0.00175
GSTA4,-0.4053449,0.00176
HERPUD1,-0.4177325,0.00177
USP20,-0.47275,0.00177
LOC100505738,0.4548742,0.00177
YPEL5,-0.4309064,0.00178
FGFR1OP,0.4703991,0.00178
PREX1,0.5533461,0.00178
DCDC2,-1.0189889,0.00178
TMC6,0.6966277,0.00178
CHCHD10,0.3954695,0.0018
ST6GALNAC3,-0.3853677,0.0018
ZNF462,-0.5179324,0.0018
ACP5,0.5025612,0.0018
MRAP2,0.4708315,0.0018
CXADRP3,-0.6708356,0.00181
LDLR,0.4798461,0.00181
TUBB2A,-0.5772401,0.00182
RASIP1,-0.4036756,0.00182
SMARCA2,-0.5559677,0.00182
NUP37,0.5224543,0.00182
CEP152,-0.4011175,0.00182
FLRT2,-0.5370205,0.00182
ADORA2B,0.4984391,0.00183
CILP2,0.8472681,0.00183
OTOF,0.7106433,0.00185
HSF1,0.3967433,0.00185
DHRS2,-0.6842854,0.00185
ITGA3,0.4875644,0.00185
CREB3L3,0.664209,0.00186
PIK3R3,-0.3819956,0.00186
C10orf25,-0.5353698,0.00186
MOCS2,0.4350241,0.00187
COQ4,-0.4887133,0.00187
LOC642924,-0.626759,0.00187
ZFYVE27,-0.3871678,0.00189
FAM134B,0.4663151,0.0019
SH2B1,-0.4909111,0.0019
XLOC_000670,-0.5653517,0.0019
CLEC2L,-0.7905182,0.00191
FONG,0.4487626,0.00191
SPNS1,-0.5421766,0.00191
KLHL25,-0.5751356,0.00191
SIL1,-0.3969947,0.00192
HIST3H3,-0.4030202,0.00192
LOC100506831,0.5699596,0.00192
FLJ37201,0.5217968,0.00192
PATZ1,-0.5704979,0.00192
SIRT7,-0.3761844,0.00193
FAM43B,0.5407638,0.00193
ZNF276,-0.3990597,0.00193
OAZ2,-0.3867757,0.00193
IQCA1,0.4377357,0.00193
FBRS,-0.4208317,0.00193
IHH,-0.5139331,0.00194
CNIH2,-0.3705221,0.00194
TBCC,-0.4152297,0.00195
MGC72080,0.5150442,0.00195
BCAS3,-0.6620717,0.00196
DACH1,-0.374451,0.00196
IFT122,-0.4780434,0.00197
LPIN3,-0.395675,0.00197
GRXCR1,-0.6222351,0.00198
PID1,0.6872636,0.00198
LEF1,-0.3632363,0.00199
TOX4,-0.3568395,0.002
C12orf73,0.411005,0.002
NID1,0.5115796,0.00201
KCNK10,-0.7917594,0.00201
C5orf32,0.3669494,0.00202
RASGEF1C,0.3925337,0.00202
ZSWIM3,-0.3509148,0.00202
TAS2R10,-0.4120678,0.00203
SRRT,-0.4519044,0.00203
PMAIP1,0.4579746,0.00203
FLJ35424,0.4756281,0.00204
LOC100131878,-0.4576655,0.00204
CNR1,-0.4437523,0.00204
FAM149A,0.443729,0.00205
CDC42BPB,0.3885782,0.00205
UCN2,-0.5720739,0.00205
ORC5,-0.3861873,0.00206
HNRNPA2B1,-0.5058021,0.00207
KCNJ6,0.5554215,0.00208
ZDHHC1,-0.5432487,0.00208
KLF3,0.5217693,0.00209
GRASP,0.4616187,0.00209
STAT6,0.4951441,0.00209
NELL2,-0.4038424,0.0021
MYD88,-0.6449973,0.0021
ZNF277,0.4661682,0.00211
MFI2-AS1,0.5054896,0.00211
HCFC1,-0.4919439,0.00211
PPP1R10,-0.4759997,0.00212
CD24,-0.4081847,0.00212
USP5,-0.4767627,0.00212
MCHR1,-0.5121956,0.00212
GPATCH3,-0.3764719,0.00212
MAMSTR,0.3812011,0.00212
TTPAL,-0.4099031,0.00213
GPC2,-0.423045,0.00213
ULK4,-0.4783096,0.00213
IP6K2,-0.4396837,0.00214
RASSF7,-0.7567068,0.00214
MLLT11,-0.3737689,0.00214
C6orf72,0.4136009,0.00215
PRRT4,-0.5641133,0.00215
TAGLN3,-0.4394049,0.00216
PTPMT1,0.4513198,0.00216
ARHGEF2,-0.5732932,0.00216
FAM167A,-0.5234103,0.00216
RLN2,-0.4612146,0.00216
THSD7A,-0.3896746,0.00217
LOC100506190,-0.4047552,0.00217
SLC22A18,0.5084326,0.00218
ADAT3,-0.6004989,0.00218
MRPS25,0.3869186,0.00218
LOC541471,0.8121511,0.00218
PHLDA3,0.3857341,0.00219
KANSL3,-0.5573618,0.00219
TMEM116,0.3845918,0.0022
BRD2,-0.4960222,0.0022
ZNF204P,0.3714231,0.0022
LINGO3,0.6873428,0.0022
SSR4P1,-0.6625205,0.0022
SLC9A8,-0.4929814,0.0022
MBNL2,-0.6376251,0.00221
TIMM9,0.4509063,0.00221
SEMA4B,-0.5921534,0.00222
MTA1,0.5699339,0.00222
HSD17B6,0.5634465,0.00222
UBA1,-0.54652,0.00223
C1orf162,0.5094149,0.00223
REM2,-0.4253162,0.00223
CFD,0.5324227,0.00223
CANT1,-0.5250655,0.00223
LGR6,-0.6165625,0.00224
LOC100652915,0.6326265,0.00224
SEC14L5,0.4786606,0.00224
D4S234E,-0.4388232,0.00225
RSPO3,-0.7974201,0.00226
SDC3,-0.3726441,0.00226
LOC100132111,-0.6174715,0.00226
DMRTC1,0.6055302,0.00227
RPS15A,0.3583299,0.00227
AGT,0.6168109,0.00227
SPATA5,-0.3854764,0.00228
SESN2,-0.473478,0.00228
HEBP2,0.5174274,0.00228
LOC100507002,0.4576087,0.00228
BTBD11,-0.8158294,0.00228
DOCK6,0.6083398,0.00228
SNHG10,0.4050414,0.00228
LOC439914,0.4314462,0.00229
FADS1,0.4905981,0.0023
EEF1DP3,-0.5569208,0.0023
TSPAN15,0.6002506,0.0023
HEY1,-0.429674,0.0023
C17orf72,-0.5197774,0.00231
DCUN1D4,-0.3889044,0.00231
MT1L,0.5068438,0.00231
CCAR1,-0.481411,0.00231
HNRNPCL1,0.4680328,0.00232
DUSP16,0.6887652,0.00232
ISL2,-1.1244783,0.00232
C5orf30,-0.4194659,0.00233
RASGEF1B,0.9016497,0.00233
LOC642361,-0.3793218,0.00233
SLC12A4,0.6106423,0.00233
VWA5A,-0.6302463,0.00233
FOXP2,-0.5348579,0.00234
GRB10,0.3977304,0.00234
PLD6,0.3782109,0.00234
SLITRK1,-0.4382361,0.00235
EVC,0.6515422,0.00236
ZFYVE26,-0.3589044,0.00236
PCDHA6,-0.7077606,0.00236
CREB3L4,-0.412,0.00236
PSMD1,-0.391127,0.00237
LOC729867,-0.4840658,0.00238
LAGE3,0.5023188,0.00238
FLJ35024,-0.38693245,0.002385771679789152
EIF2D,-0.4491791,0.00239
MLANA,-0.5952941,0.00239
ZNF542,-0.3903994,0.0024
UBXN11,-0.3873436,0.0024
TNS3,-0.4634522,0.0024
HDDC3,0.433264,0.0024
IGHMBP2,-0.4763461,0.00241
PHF23,-0.4574026,0.00241
ZNF28,0.3728763,0.00241
CORO2B,0.5040753,0.00241
C8orf51,0.4900733,0.00241
MAP1A,-0.4320041,0.00243
CCDC3,0.3743971,0.00243
LOC400657,-0.4069425,0.00243
MRPL24,0.3524131,0.00244
EML2,0.4361366,0.00244
MPI,0.3677927,0.00244
NDUFV3,0.417068,0.00244
BRD8,-0.3589733,0.00245
ITGA9,0.3671565,0.00247
C1orf51,-0.46106,0.00247
RTN4R,0.3936522,0.00247
TMEM8A,0.5928547,0.00247
PARP16,-0.3788587,0.00248
UNC5D,-0.5384738,0.00248
WBP1,-0.3458501,0.00249
OR1K1,-0.4471417,0.00249
OR2H2,-0.5007013,0.00249
XLOC_013615,0.4831108,0.00251
STS,-0.482813,0.00251
GATSL3,0.3807394,0.00251
PMM1,-0.3573793,0.00251
VPS33B,-0.4735464,0.00251
OPLAH,0.3859726,0.00251
EMID1,0.4393316,0.00251
VPS13C,0.4729597,0.00251
RHEBL1,-0.3824561,0.00252
LOC100505795,0.6327662,0.00252
C1orf133,-0.4646689,0.00253
IL17B,0.9692944,0.00254
SCCPDH,0.349761,0.00254
PLK5,-0.4951867,0.00255
ZEB1-AS1,0.5289112,0.00255
MUC1,-0.4923423,0.00256
NCOA5,-0.515782,0.00256
ARHGAP27,-0.4392491,0.00257
ABCB7,0.5055214,0.00257
RBM14-RBM4,-0.5865432,0.00257
STK38,-0.5803338,0.00257
NOTCH4,-0.394802,0.00258
HTRA1,0.5378467,0.00259
CABP1,-0.9360637,0.00259
ASB3,-0.3521928,0.00259
ETV2,-0.4712182,0.0026
MAGEC1,0.4140297,0.00261
EHD1,-0.4082569,0.00261
TRH,0.5985306,0.00262
MAP2K7,-0.4028981,0.00262
LOC148413,-0.5452812,0.00262
TEAD4,0.392269,0.00263
MMAB,0.3734562,0.00264
GAGE7,0.5729686,0.00265
MAGOHB,-0.3998114,0.00265
ESPNL,-0.5903983,0.00265
CYP51A1,0.4467298,0.00265
LOC100506676,0.4172989,0.00265
BREA2,-0.585789,0.00266
BTN3A2,0.6527128,0.00266
ACTR1A,-0.3783218,0.00267
COL9A2,-0.4571454,0.00267
LOC646168,-0.9237861,0.00269
GCHFR,0.5765922,0.00271
MESDC1,0.4539484,0.00271
SLC10A3,0.3709936,0.00272
PRKCI,0.4488601,0.00272
ALDH1L2,-0.7026433,0.00272
MFAP3,-0.3905427,0.00273
GPR68,-0.4733196,0.00274
PCDHGB3,-0.4726606,0.00274
VEGFC,0.8730478,0.00274
FAM49A,-0.3862841,0.00274
FEN1,-0.5508675,0.00275
LOC400236,0.4407454,0.00275
FAM187B,-0.6407652,0.00276
WDR83,-0.4637158,0.00276
FGF13,-0.4844757,0.00277
HMGXB4,0.3591871,0.00277
LOC100506469,-0.3712,0.00277
C1orf54,0.4226523,0.00277
CNTD2,-0.3982029,0.00277
C14orf109,0.3719849,0.00277
EN1,-0.3924424,0.00277
FXR2,-0.6297391,0.00278
HNRNPD,-0.3746497,0.00279
LOC375190,0.3878861,0.00279
IFI6,0.5242128,0.0028
SNORD115-1,0.926925,0.0028
METTL10,0.3513861,0.00281
FNTB,-0.3482812,0.00281
MANBA,0.4186185,0.00281
DPYSL4,-0.4197946,0.00281
DUSP26,-0.5257416,0.00281
HIST1H2BB,-0.4523877,0.00281
PLGLB1,-0.514554,0.00283
SYT7,0.4444168,0.00283
TYRP1,-0.4876891,0.00284
GATM,0.4878621,0.00284
INPP5D,0.3611321,0.00286
CROT,-0.3883023,0.00286
RETSAT,-0.5164911,0.00287
C6orf108,0.4016644,0.00287
CYP27B1,-0.5351772,0.00288
XLOC_002573,-0.7499042,0.00288
CD163L1,0.4646545,0.00288
RHOU,0.4187478,0.00289
SCN7A,-0.5376613,0.00289
METTL5,0.3605371,0.0029
LYPLA2,-0.5100351,0.0029
LOC100507006,-0.4188829,0.0029
DDX11L9,-0.3490109,0.0029
LBH,-0.4234674,0.00291
CALN1,-0.8147928,0.00291
ZNF398,-0.3727873,0.00291
POU3F2,-0.5524287,0.00291
LOC149134,-0.5580363,0.00291
HCLS1,-0.4528412,0.00293
APBB2,-0.5260325,0.00296
ARSA,0.4195493,0.00297
LOC100507466,-0.9406504,0.00298
B3GNTL1,0.3444906,0.00298
RGS10,0.3298829,0.003
BMP3,-0.4532814,0.003
PTDSS2,0.4021421,0.003
IL18BP,-0.3795297,0.003
SEMA3A,-0.3992078,0.00301
SEL1L3,-0.4579765,0.00302
PHF19,0.3510724,0.00303
SRP19,-0.3483584,0.00303
TNRC6C,-0.324359,0.00303
TMEFF2,-0.4003913,0.00304
ZNF8,-0.4146161,0.00304
ZFYVE1,-0.3778129,0.00304
SLC6A9,-0.3838241,0.00304
PRR19,-0.4430873,0.00305
MTHFSD,0.5115157,0.00306
CXCL2,-0.4543828,0.00306
FAM69A,-0.4180637,0.00306
COPZ1,0.3579332,0.00306
ITGA4,0.5544245,0.00307
LOC100505974,0.6769162,0.00307
PIEZO1,0.3811072,0.00307
LOC645676,-0.3442638,0.00307
C9orf169,-0.4130493,0.00308
EHD2,0.4501038,0.00308
CHGA,-0.5258886,0.00308
GTF2I,-0.440103,0.00308
COL5A1,0.4915811,0.00308
PLA2G1B,-0.4608739,0.00309
LARGE,-0.4734992,0.00309
FOXK2,0.3504023,0.00309
WDR46,-0.4495325,0.0031
ERCC1,0.3854005,0.0031
PRPF31,-0.4789944,0.0031
SOX11,-0.3334709,0.00311
KLF11,-0.5817864,0.00311
THBS2,0.6013089,0.00313
GPR112,0.6124435,0.00315
STK33,0.4882768,0.00315
XLOC_005155,0.8690934,0.00316
FLJ25758,-0.9358162,0.00316
TMTC1,-0.40465,0.00317
C4orf6,0.9922899,0.00318
TMEM2,-0.5275541,0.00318
TIMD4,0.6441449,0.00319
SYVN1,-0.3216705,0.00321
HS3ST2,-0.4101246,0.00321
PAXIP1,-0.419371,0.00321
GALNTL2,0.5214584,0.00322
SEZ6L,0.6386396,0.00322
FURIN,0.3978967,0.00322
PIGZ,-0.5138249,0.00322
GIPC1,-0.4489419,0.00323
FAM171B,-0.6989427,0.00323
EML1,-0.4458588,0.00324
BAD,-0.4094039,0.00324
SALL2,-0.3295768,0.00325
LOC283483,0.7242293,0.00325
SCGB1C1,-0.7857018,0.00326
SERPINA2,-0.5743291,0.00326
COLQ,-0.5424631,0.00327
ACTN1,0.444112,0.00327
EGFL7,0.4072967,0.00327
ZNF518B,-0.4336578,0.00328
XLOC_l2_003188,0.3852831,0.00328
LOC100507468,0.5958383,0.00328
LINC00152,0.8014868,0.00329
XLOC_011718,-0.380666,0.00329
CTTNBP2,-0.4423468,0.0033
EGFLAM,-0.7019946,0.0033
LLGL2,0.6185767,0.00332
MEMO1,0.4472323,0.00332
TCEB3B,-0.6142841,0.00332
TMEM187,0.4149831,0.00333
CRABP1,-0.4670083,0.00334
EFCAB6,-0.4028311,0.00335
RSG1,0.3860524,0.00335
BCKDK,0.381667,0.00336
PSMC3,-0.4742966,0.00336
RSF1,-0.3331586,0.00336
FNDC5,-0.3828685,0.00337
DKFZP586I1420,-0.3673572,0.00337
FAM75A3,0.5570979,0.00337
CDHR2,-0.3580343,0.00338
XLOC_l2_012911,-0.584146,0.00338
REEP6,-0.3919167,0.00339
SPRYD4,-0.3491464,0.0034
CYTB,-0.4476947,0.00341
KHDRBS2,0.4695019,0.00341
VPS11,-0.3315829,0.00341
DLK2,-0.43904,0.00341
C22orf29,-0.3803024,0.00344
NASP,-0.4318359,0.00344
LOC441455,-0.4552153,0.00345
PDK2,-0.3437648,0.00345
TICAM1,0.3742857,0.00346
HSD17B7,0.4075261,0.00346
FBLN5,-0.5299174,0.00346
NAP1L1,0.3612206,0.00346
CAPZA3,-0.5248391,0.00346
PGBD2,-0.448793,0.00346
PHPT1,0.3790696,0.00346
LATS1,-0.4616748,0.00347
TAF1D,0.498234,0.00348
NOSIP,-0.5124247,0.00348
LOC100130238,-0.4375862,0.00348
TRAM1,0.3159229,0.00348
BZRAP1,-0.3535312,0.00349
ATP6,-0.4604296,0.00349
FAHD2A,-0.3319241,0.0035
XLOC_001147,-0.3720986,0.00351
ZNF449,0.387123,0.00351
HRC,0.5030103,0.00353
TOE1,-0.4065715,0.00354
C14orf142,-0.5029838,0.00354
KIAA0226L,-0.6197301,0.00355
CHML,0.3934861,0.00356
TTC32,0.3313008,0.00356
C21orf71,-0.4523158,0.00356
LINC00159,0.7402501,0.00357
TMEM143,0.3609923,0.00358
COX7B,0.4293555,0.00358
TMEM127,-0.3802365,0.00358
PAQR9,-0.4576858,0.00358
NOA1,0.3652377,0.00358
PRIM1,0.4180066,0.00358
SLC13A3,0.4263753,0.00358
SUMO3,0.3163829,0.00358
RAC3,0.4630052,0.00359
SNAR-D,-0.6611602,0.00359
SNORD43,0.644715,0.00359
KISS1,0.4347586,0.0036
C1orf81,-0.5064258,0.00361
MTHFD1,0.6674365,0.00361
GRIN2D,0.4273086,0.00361
ETV1,-0.4589454,0.00362
AP1B1,-0.5176757,0.00363
LEFTY1,0.5706149,0.00364
NEUROG1,-0.4224248,0.00365
LMTK3,-0.3387065,0.00365
ETS2,-0.484209,0.00365
USP15,-0.3965881,0.00365
CPAMD8,-0.559342,0.00365
LOC729799,-0.3854235,0.00366
TMEM48,0.484131,0.00367
DHX9,-0.4374662,0.00367
CCDC169,0.6564007,0.00368
LPPR2,-0.431349,0.00368
SIRT6,-0.3903541,0.00369
DUSP12,-0.3194124,0.00369
DPYSL3,-0.3814891,0.0037
PDE4DIP,-0.3672355,0.0037
ALDOC,0.5515483,0.00371
UBE2QL1,-0.4743254,0.00371
FDPS,0.34591,0.00371
OBFC1,0.3278145,0.00371
PSD2,-0.4530313,0.00373
RIMKLA,0.3457143,0.00374
FUNDC2P2,0.3679346,0.00375
LRRCC1,0.6024248,0.00375
WDR73,-0.336469,0.00375
EGR1,-0.5930182,0.00375
WWC1,0.7717036,0.00377
FASTKD5,-0.3959248,0.00379
ISCA1,-0.5351771,0.0038
KANK2,0.3878249,0.00381
SNAR-G2,-0.8207168,0.00381
HIST1H1C,0.5607484,0.00383
HIST1H2BC,-0.3329428,0.00383
SLC2A14,0.3572116,0.00383
AMPD2,-0.4250116,0.00383
TMEM105,0.6270667,0.00383
POU2F2,-0.4216114,0.00386
EYA2,0.4062883,0.00386
LOC100287314,0.5253918,0.00387
NAGK,-0.5641063,0.00387
BCL2L12,0.4456531,0.00388
PRKCD,0.3793293,0.00388
STAT2,-0.3415983,0.00389
CPOX,0.4014139,0.00389
MRFAP1L1,-0.3393014,0.00389
TMTC2,-0.33372,0.0039
PTPRO,-0.9342756,0.0039
DENND4B,0.3364779,0.00391
OST4,0.4185225,0.00391
LOC100507632,-0.680653,0.00392
SLC25A14,-0.3831718,0.00392
C4orf43,0.4006681,0.00392
TACR1,-0.5414581,0.00393
ARL3,-0.3696325,0.00394
ACSF2,0.7012626,0.00394
MYOM3,-0.6018576,0.00394
MPV17,0.3731554,0.00394
PROCA1,-0.3781919,0.00395
ERV3-1,-0.3956005,0.00396
PIP5KL1,0.3988854,0.00397
C17orf59,-0.42963,0.00397
TATDN1,0.3399775,0.00397
ING3,-0.4773515,0.00397
GLRX,-0.4785613,0.00397
PPP3CC,0.3574614,0.00398
LEMD1,-0.5008398,0.00398
XLOC_006350,0.4427965,0.00398
KIAA1370,-0.4038837,0.00398
MGAT5,-0.5176439,0.00398
CLDN3,0.4372936,0.00398
SH3GL3,-0.34158045000000004,0.003981550483235938
EIF3E,0.3353095,0.004
RRNAD1,0.318135,0.004
RPH3AL,0.3232172,0.00402
ZNF295-AS1,-0.5381335,0.00402
ABHD6,0.3765606,0.00402
ZHX1-C8ORF76,0.3689704,0.00403
TMEM219,0.4486737,0.00403
FEZF2,-0.4177372,0.00403
CDHR1,0.4399303,0.00403
SLC16A11,-0.4803517,0.00404
LOC340508,0.5486387,0.00405
ZNF512B,-0.436266,0.00405
GDAP1,-0.7036501,0.00406
DAGLB,-0.3650944,0.00407
MATN1,-0.5980792,0.00407
A4GNT,-0.3599131,0.00407
SLU7,-0.3473899,0.00407
NECAB3,0.4964611,0.00407
SAV1,0.3453596,0.00407
QSOX1,-0.3418129,0.00408
PLA2G15,-0.5349147,0.00408
RARRES2,0.4333162,0.00408
COL9A3,0.4303113,0.00408
C7orf60,-0.3491646,0.00409
TSPAN4,0.4268004,0.00409
MGC12916,-0.7922137,0.0041
LOC100270746,0.3531045,0.0041
GAS2L1,0.4494409,0.0041
AANAT,0.7040528,0.0041
PLIN5,0.527899,0.00411
SHISA7,-0.4145696,0.00411
RAP1GDS1,0.3388987,0.00412
C9orf7,-0.3564502,0.00412
MMP15,-0.411115,0.00413
IGSF8,0.4175689,0.00413
RAE1,-0.3133673,0.00413
CCDC151,-0.4884792,0.00413
RC3H1,-0.3129863,0.00414
CAPN1,-0.4867182,0.00414
MGMT,0.3601037,0.00415
SLITRK3,-0.8440129,0.00415
MTHFD1L,-0.4331783,0.00417
ZNF814,-0.3909965,0.00417
MFSD1,-0.3349081,0.00417
GAL3ST4,-0.5110537,0.00418
PSMG1,0.3717707,0.00418
SYBU,-0.6047665,0.00419
FAM71E1,0.3958624,0.00419
LOC100506462,-0.4345056,0.0042
ELK1,-0.479022,0.0042
OLFM1,0.4231566,0.00421
LOC284260,-0.4616824,0.00421
ZNF282,-0.7654177,0.00422
XLOC_l2_000423,0.4686249,0.00423
CENPO,-0.3387249,0.00424
AKT3,0.3951093,0.00425
MMP11,-0.4771917,0.00425
SCAND2,-0.331388,0.00425
SYN3,0.3907544,0.00425
TRAF4,-0.3940961,0.00427
TMEM200A,0.3360364,0.00427
KLF10,-0.4850772,0.0043
SMG6,-0.3408971,0.0043
ERCC6,-0.3098529,0.0043
PILRA,-0.435757,0.00431
KHNYN,0.3095577,0.00431
SMARCAD1,-0.4064788,0.00432
NDUFB4,0.4155112,0.00432
ZNF816,0.3136818,0.00432
TFIP11,-0.3196908,0.00433
DCHS1,-0.3549896,0.00433
WDR92,-0.3126419,0.00433
LOC644794,-0.3998119,0.00433
ANKRD65,0.6478506,0.00434
TNFAIP1,-0.3261389,0.00434
XLOC_005052,-0.4462245,0.00434
SUPT5H,-0.3183787,0.00434
C8orf46,-1.0120225,0.00435
MREG,0.3841548,0.00435
DYNC1I1,-0.4724545,0.00436
CEACAM3,0.5088929,0.00436
TMEM98,0.3293876,0.00437
C15orf27,-0.5530421,0.00437
DUSP6,0.3419196,0.00437
ARF3,-0.3316066,0.00438
ACOT9,0.364273,0.00438
PDE4B,-0.522662,0.00438
FBLN2,0.4667497,0.00438
NSUN4,-0.3348516,0.00439
DCX,-0.517595,0.00439
XLOC_000011,-0.3783569,0.0044
NXPH4,-0.4338839,0.0044
TDRG1,-0.5362172,0.00443
POLR3E,0.3249561,0.00443
MLK7-AS1,-0.4756643,0.00444
XLOC_002035,0.656916,0.00445
LOXL2,0.4726332,0.00447
MLYCD,-0.5784923,0.00447
HTR7,-0.6326021,0.00447
IP6K1,-0.4012643,0.00448
CELA2A,-0.5396413,0.00448
LRFN5,-0.8221607,0.00449
ALPK3,0.4499305,0.0045
AVIL,-0.3559134,0.00452
TRIM56,0.3647881,0.00452
SORBS1,-0.7338624,0.00452
LGI4,-0.4164372,0.00453
HIST1H2BM,-0.3748109,0.00453
PLP2,0.4703819,0.00454
BAALC,0.451334,0.00454
SNHG7,0.4371101,0.00454
CEP290,0.3441368,0.00455
SLC25A13,0.3802667,0.00455
CPT1A,0.489916,0.00455
PFDN2,0.3157216,0.00455
POFUT2,-0.447224,0.00455
ADPRH,-0.5963178,0.00456
MLXIP,0.3905881,0.00456
CALHM2,0.3727166,0.00457
TFAP2E,0.6693394,0.00458
CSRNP3,-0.5095018,0.00459
APC2,-0.3671703,0.00459
ZNF528,-0.5364812,0.0046
CDON,-0.3333975,0.0046
C5orf13,-0.3726535,0.00462
SNHG5,0.4105555,0.00462
FRMPD1,-0.5395991,0.00462
PRKACA,-0.3406377,0.00463
CCDC148,0.3821942,0.00464
ERLIN2,0.3689375,0.00464
APOE,0.3810637,0.00464
NENF,0.3948308,0.00465
CD55,0.3644794,0.00465
ZNF677,-0.3975415,0.00465
PPP1R8,-0.3353789,0.00466
C17orf98,0.4391569,0.00466
PCDHB11,-0.3313651,0.00467
CBFA2T3,0.4545362,0.00467
COG4,-0.3951161,0.00468
ASL,-0.3111304,0.00468
DISP1,-0.4317586,0.00469
